iter	Passed	Remaining
783	25719	7085
784	25746	7051
785	25777	7018
786	25812	6986
787	25853	6955
788	25883	6922
789	25914	6888
790	25943	6854
791	25973	6821
792	26002	6787
793	26032	6754
794	26084	6726
795	26114	6692
796	26140	6658
797	26168	6624
798	26197	6590
799	26225	6556
800	26250	6521
801	26290	6490
802	26322	6457
803	26352	6424
804	26380	6390
805	26407	6356
806	26435	6322
807	26463	6288
808	26505	6257
809	26537	6224
810	26568	6191
811	26592	6156
812	26619	6122
813	26642	6087
814	26666	6053
815	26695	6019
816	26740	5989
817	26768	5955
818	26791	5920
819	26814	5886
820	26841	5852
821	26866	5817
822	26899	5785
823	26939	5754
824	26963	5719
825	26990	5685
826	27016	5651
827	27043	5617
828	27070	5583
829	27096	5549
830	27136	5518
831	27172	5486
832	27198	5452
833	27223	5418
834	27254	5385
835	27285	5352
836	27321	5320
837	27359	5289
838	27387	5255
839	27415	5222
840	27444	5188
841	27470	5154
842	27499	5121
843	27548	5091
844	27579	5059
845	27602	5024
846	27630	4991
847	27658	4957
848	27683	4923
849	27706	4889
850	27742	4857
851	27787	4826
852	27815	4793
853	27844	4760
854	27870	4726
855	27895	4692
856	27921	4658
857	27945	4625
858	27977	4592
859	28025	4562
860	28056	4529
861	28082	4495
862	28106	4461
863	28131	4428
864	28155	4394
865	28184	4361
866	28210	4327
867	28249	4295
868	28285	4263
869	28306	4229
870	28333	4196
871	28355	4162
872	28380	4128
873	28403	4094
874	28428	4061
875	28462	4028
876	28500	3997
877	28525	3963
878	28550	3930
879	28574	3896
880	28598	3862
881	28622	3829
882	28651	3796
883	28689	3764
884	28717	3731
885	28744	3698
886	28770	3665
887	28792	3631
888	28818	3598
889	28840	3564
890	28865	3531
891	28896	3498
892	28940	3467
893	28964	3434
894	28991	3401
895	29019	3368
896	29043	3334
897	29065	3301
898	29086	3267
899	29123	3235
900	29156	3203
901	29180	3170
902	29203	3137
903	29243	3105
904	29268	3072
905	29291	3039
906	29320	3006
907	29394	2978
908	29421	2945
909	29445	2912
910	29467	2878
911	29495	2846
912	29525	2813
913	29559	2781
914	29585	2748
915	29614	2715
916	29640	2682
917	29663	2649
918	29686	2616
919	29711	2583
920	29750	2551
921	29781	2519
922	29804	2486
923	29829	2453
924	29852	2420
925	29875	2387
926	29894	2354
927	29918	2321
928	29949	2288
929	29988	2257
930	30017	2224
931	30042	2191
932	30065	2159
933	30087	2126
934	30109	2093
935	30133	2060
936	30159	2027
937	30188	1995
938	30220	1963
939	30254	1931
940	30278	1898
941	30303	1865
942	30324	1832
943	30348	1800
944	30381	1768
945	30414	1736
946	30441	1703
947	30468	1671
948	30496	1638
949	30520	1606
950	30543	1573
951	30564	1541
952	30592	1508
953	30644	1477
954	30672	1445
955	30697	1412
956	30719	1380
957	30742	1347
958	30762	1315
959	30790	1282
960	30816	1250
